Pos,Clinical_significance_ENIGMA,mupit_structure,proteinPrior,Clinical_Significance_ClinVar
43092047,Pathogenic,-,-,Pathogenic
43092049,Pathogenic,-,-,"Pathogenic,not_provided"
43092050,Pathogenic,-,0.99,Pathogenic
43092050,Pathogenic,-,-,Pathogenic
43092051,Pathogenic,-,-,Pathogenic
43092051,Pathogenic,-,-,Pathogenic
43092052,Pathogenic,-,-,Pathogenic
43092052,-,-,-,-
43092055,-,-,-,Likely_pathogenic
43092055,-,-,0.02,Uncertain_significance
43092056,-,-,0.02,Uncertain_significance
43092059,Pathogenic,-,0.99,Pathogenic
43092061,-,-,0.02,Uncertain_significance
43092062,Pathogenic,-,-,"Pathogenic,not_provided"
43092063,Likely benign,-,0.02,Likely_benign
43092064,-,-,0.02,-
43092065,-,-,0.02,Uncertain_significance
43092068,Pathogenic,-,-,Pathogenic
43092068,Benign,-,0.02,"Benign,Uncertain_significance"
43092068,Pathogenic,-,-,Pathogenic
43092069,Likely benign,-,0.02,Likely_benign
43092070,Pathogenic,-,0.99,Pathogenic
43092070,Pathogenic,-,-,Pathogenic
43092071,-,-,0.02,Uncertain_significance
43092074,-,-,0.02,Uncertain_significance
43092077,-,-,0.02,Uncertain_significance
43092077,-,-,0.02,"Benign,Likely_benign,Uncertain_significance"
43092079,-,-,0.02,-
43092080,Pathogenic,-,-,"Pathogenic,not_provided"
43092080,Pathogenic,-,-,"Pathogenic,not_provided"
43092082,-,-,0.02,Uncertain_significance
43092082,-,-,0.02,-
43092083,-,-,0.02,"Uncertain_significance,Likely_benign"
43092086,-,-,0.02,-
43092088,Pathogenic,-,-,Pathogenic
43092089,Pathogenic,-,0.99,Pathogenic
43092091,-,-,0.02,Uncertain_significance
43092091,Pathogenic,-,-,Pathogenic
43092093,-,-,0.02,Likely_benign
43092094,-,-,0.02,Uncertain_significance
43092094,-,-,0.02,Uncertain_significance
43092096,-,-,0.02,Likely_benign
43092098,-,-,0.02,Uncertain_significance
43092098,-,-,0.02,Uncertain_significance
43092099,-,-,0.02,-
43092099,Benign,-,0.02,"Benign,Likely_benign"
43092100,-,-,0.02,-
43092101,Pathogenic,-,0.99,Pathogenic
43092103,-,-,0.02,Uncertain_significance
43092103,-,-,0.02,Uncertain_significance
43092103,Pathogenic,-,-,Pathogenic
43092104,Pathogenic,-,-,Pathogenic
43092105,Likely benign,-,0.02,"Uncertain_significance,Likely_benign"
43092106,-,-,0.02,Uncertain_significance
43092106,Pathogenic,-,-,Pathogenic
43092107,-,-,0.02,Uncertain_significance
43092107,-,-,0.02,Uncertain_significance
43092108,Likely benign,-,0.02,Likely_benign
43092110,-,-,0.02,Uncertain_significance
43092110,-,-,0.02,-
43092110,Pathogenic,-,-,"Pathogenic,not_provided"
43092110,-,-,-,"Uncertain_significance,Likely_benign"
43092112,-,-,0.02,-
43092113,Benign,-,0.02,"Benign,no_known_pathogenicity,Uncertain_significance,Likely_benign,not_provided"
43092113,-,-,0.02,Uncertain_significance
43092113,Pathogenic,-,-,Pathogenic
43092114,Pathogenic,-,-,Pathogenic
43092114,Pathogenic,-,-,"Pathogenic,not_provided"
43092115,-,-,0.02,Uncertain_significance
43092116,-,-,0.02,Uncertain_significance
43092116,-,-,-,Pathogenic
43092117,Pathogenic,-,-,Pathogenic
43092117,Pathogenic,-,-,"Pathogenic,not_provided"
43092119,Pathogenic,-,0.99,Pathogenic
43092120,-,-,0.02,Uncertain_significance
43092121,-,-,0.02,"Uncertain_significance,Likely_benign"
43092122,-,-,0.02,Uncertain_significance
43092124,-,-,0.02,Uncertain_significance
43092125,-,-,0.02,-
43092125,-,-,0.02,Uncertain_significance
43092125,-,-,-,Pathogenic
43092128,Pathogenic,-,0.99,Pathogenic
43092128,-,-,0.02,Uncertain_significance
43092129,Likely benign,-,0.02,Likely_benign
43092130,-,-,0.02,Uncertain_significance
43092131,Pathogenic,-,0.99,Pathogenic
43092131,-,-,0.02,Uncertain_significance
43092132,Pathogenic,-,-,Pathogenic
43092133,Pathogenic,-,0.99,Pathogenic
43092133,-,-,0.02,Uncertain_significance
43092133,Pathogenic,-,0.99,Pathogenic
43092134,Pathogenic,-,-,Pathogenic
43092135,Likely benign,-,0.02,Likely_benign
43092135,Pathogenic,-,-,Pathogenic
43092137,-,-,0.02,"Likely_benign,Uncertain_significance"
43092138,-,-,-,Uncertain_significance
43092139,-,-,0.02,Uncertain_significance
43092139,-,-,0.02,Uncertain_significance
43092139,Pathogenic,-,-,Pathogenic
43092140,-,-,0.02,Uncertain_significance
43092140,Pathogenic,-,-,Pathogenic
43092141,-,-,0.02,Likely_benign
43092142,-,-,0.02,-
43092142,Pathogenic,-,0.99,Pathogenic
43092142,Pathogenic,-,-,Pathogenic
43092145,-,-,0.02,Uncertain_significance
43092148,-,-,0.02,Uncertain_significance
43092150,Pathogenic,-,0.99,Pathogenic
43092150,Likely benign,-,0.02,Likely_benign
43092152,-,-,0.02,Uncertain_significance
43092153,-,-,0.02,Likely_benign
43092153,Pathogenic,-,-,Pathogenic
43092154,-,-,0.02,Uncertain_significance
43092154,Pathogenic,-,-,Pathogenic
43092157,Pathogenic,-,-,Pathogenic
43092157,-,-,0.02,Uncertain_significance
43092158,-,-,0.02,Uncertain_significance
43092159,Likely benign,-,0.02,Likely_benign
43092162,Pathogenic,-,-,Pathogenic
43092163,-,-,0.02,Uncertain_significance
43092164,-,-,0.02,"Uncertain_significance,Likely_benign"
43092164,Pathogenic,-,-,Pathogenic
43092165,-,-,0.02,Uncertain_significance
43092167,Pathogenic,-,-,"Pathogenic,not_provided"
43092168,Pathogenic,-,-,Pathogenic
43092169,-,-,0.02,"Benign,Uncertain_significance,Likely_benign"
43092170,-,-,0.02,Uncertain_significance
43092170,-,-,0.02,Uncertain_significance
43092170,Pathogenic,-,-,Pathogenic
43092170,Pathogenic,-,-,Pathogenic
43092171,Pathogenic,-,-,Pathogenic
43092172,-,-,0.02,Uncertain_significance
43092173,-,-,0.02,-
43092173,-,-,0.02,Uncertain_significance
43092173,Pathogenic,-,-,Pathogenic
43092174,-,-,0.02,Likely_benign
43092174,-,-,0.02,Likely_benign
43092175,-,-,0.02,Uncertain_significance
43092175,Pathogenic,-,-,Pathogenic
43092176,-,-,0.02,Uncertain_significance
43092177,-,-,0.02,Uncertain_significance
43092179,Pathogenic,-,0.99,Pathogenic
43092179,Pathogenic,-,-,Pathogenic
43092183,Likely benign,-,0.02,Likely_benign
43092184,-,-,-,Uncertain_significance
43092184,-,-,0.02,Uncertain_significance
43092184,-,-,-,Uncertain_significance
43092185,-,-,0.02,Uncertain_significance
43092185,Pathogenic,-,-,Pathogenic
43092186,-,-,0.02,Uncertain_significance
43092187,-,-,0.02,Uncertain_significance
43092187,Pathogenic,-,-,Pathogenic
43092189,Pathogenic,-,-,Pathogenic
43092191,Pathogenic,-,0.99,Pathogenic
43092192,Pathogenic,-,0.99,Pathogenic
43092192,-,-,0.02,Likely_benign
43092193,-,-,-,Likely_pathogenic
43092194,Pathogenic,-,-,Pathogenic
43092195,Pathogenic,-,-,Pathogenic
43092196,Pathogenic,-,-,"Pathogenic,Likely_pathogenic"
43092196,Pathogenic,-,-,Pathogenic
43092197,Pathogenic,-,-,Pathogenic
43092197,Pathogenic,-,-,Pathogenic
43092199,Pathogenic,-,-,Pathogenic
43092200,Pathogenic,-,0.99,Pathogenic
43092200,Pathogenic,-,-,Pathogenic
43092200,Pathogenic,-,-,Pathogenic
43092200,Pathogenic,-,-,Pathogenic
43092200,-,-,-,"Benign,Likely_benign,Uncertain_significance"
43092201,Pathogenic,-,-,Pathogenic
43092201,Pathogenic,-,-,Pathogenic
43092201,-,-,-,"Uncertain_significance,Likely_benign"
43092201,Pathogenic,-,-,Pathogenic
43092201,Pathogenic,-,-,Pathogenic
43092204,Likely benign,-,0.02,"Uncertain_significance,Likely_benign"
43092204,Benign,-,0.02,"Benign,Likely_benign,Uncertain_significance"
43092204,Pathogenic,-,-,Pathogenic
43092206,-,-,0.02,-
43092206,Pathogenic,-,-,Pathogenic
43092212,Pathogenic,-,0.99,Pathogenic
43092213,Pathogenic,-,-,Pathogenic
43092216,Pathogenic,-,-,Pathogenic
43092218,-,-,0.02,Uncertain_significance
43092219,Likely benign,-,0.02,Likely_benign
43092221,Pathogenic,-,-,Pathogenic
43092222,Pathogenic,-,-,Pathogenic
43092222,-,-,0.02,Uncertain_significance
43092222,Pathogenic,-,0.99,Pathogenic
43092223,-,-,0.02,Uncertain_significance
43092223,-,-,-,Pathogenic
43092223,-,-,0.02,Uncertain_significance
43092225,Likely benign,-,0.02,Likely_benign
43092225,-,-,-,Pathogenic
43092226,-,-,0.02,Uncertain_significance
43092227,-,-,0.02,-
43092229,Benign,-,0.02,"Benign,Likely_benign,Uncertain_significance"
43092230,-,-,0.02,-
43092233,-,-,0.02,Uncertain_significance
43092234,Pathogenic,-,-,Pathogenic
43092235,Benign,-,0.02,"Benign,probably_not_pathogenic,Likely_benign,Uncertain_significance"
43092236,Pathogenic,-,-,Pathogenic
43092237,Pathogenic,-,-,Pathogenic
43092239,-,-,0.02,Uncertain_significance
43092241,Pathogenic,-,-,"Pathogenic,Likely_pathogenic"
43092241,Pathogenic,-,-,"Pathogenic,not_provided"
43092241,Pathogenic,-,-,Pathogenic
43092242,-,-,0.02,Uncertain_significance
43092242,Pathogenic,-,-,Pathogenic
43092244,-,-,0.02,Uncertain_significance
43092244,Pathogenic,-,-,Pathogenic
43092245,Pathogenic,-,0.99,Pathogenic
43092245,-,-,0.02,Uncertain_significance
43092245,Pathogenic,-,-,Pathogenic
43092248,-,-,0.02,-
43092249,Pathogenic,-,0.99,Pathogenic
43092250,Pathogenic,-,-,Pathogenic
43092251,-,-,0.02,Uncertain_significance
43092251,Pathogenic,-,-,Pathogenic
43092253,-,-,0.02,-
43092253,Pathogenic,-,-,Pathogenic
43092254,-,-,0.02,"Uncertain_significance,not_provided"
43092255,-,-,0.02,Uncertain_significance
43092256,-,-,0.02,-
43092257,-,-,0.02,Uncertain_significance
43092260,-,-,0.02,-
43092261,-,-,0.02,"Uncertain_significance,Likely_benign"
43092261,Likely benign,-,0.02,"Likely_benign,Uncertain_significance"
43092262,-,-,0.02,Uncertain_significance
43092263,Pathogenic,-,0.99,Pathogenic
43092264,-,-,0.02,Uncertain_significance
43092264,-,-,0.02,Uncertain_significance
43092264,Pathogenic,-,-,Pathogenic
43092265,Pathogenic,-,0.99,Pathogenic
43092268,-,-,0.02,Uncertain_significance
43092268,Pathogenic,-,-,Pathogenic
43092271,-,-,0.02,Uncertain_significance
43092272,Pathogenic,-,-,Pathogenic
43092273,Pathogenic,-,-,Pathogenic
43092273,Pathogenic,-,-,Pathogenic
43092273,Pathogenic,-,-,Pathogenic
43092274,Pathogenic,-,-,Pathogenic
43092274,Pathogenic,-,0.99,Pathogenic
43092274,-,-,0.02,Uncertain_significance
43092274,Pathogenic,-,0.99,Pathogenic
43092275,Pathogenic,-,-,Pathogenic
43092275,Pathogenic,-,-,Pathogenic
43092276,-,-,-,Pathogenic
43092277,Pathogenic,-,-,Pathogenic
43092278,-,-,0.99,Pathogenic
43092279,Pathogenic,-,-,Pathogenic
43092281,-,-,0.02,Uncertain_significance
43092283,-,-,0.02,Uncertain_significance
43092284,-,-,0.02,"Uncertain_significance,Likely_benign"
43092284,-,-,0.02,Uncertain_significance
43092286,-,-,0.02,Uncertain_significance
43092287,-,-,0.02,Uncertain_significance
43092288,Likely benign,-,0.02,Likely_benign
43092289,-,-,0.02,-
43092290,-,-,0.02,Uncertain_significance
43092292,Pathogenic,-,0.99,Pathogenic
43092293,-,-,0.02,Uncertain_significance
43092293,Likely benign,-,0.02,"Uncertain_significance,Likely_benign"
43092294,-,-,0.02,Likely_benign
43092295,-,-,-,-
43092297,Likely benign,-,0.02,Likely_benign
43092301,-,-,0.02,Uncertain_significance
43092301,Pathogenic,-,-,Pathogenic
43092303,-,-,0.02,not_provided
43092304,-,-,0.02,Uncertain_significance
43092304,-,-,0.02,Uncertain_significance
43092304,Pathogenic,-,-,Pathogenic
43092305,Pathogenic,-,0.99,Pathogenic
43092306,-,-,0.02,Uncertain_significance
43092308,-,-,0.02,Uncertain_significance
43092310,-,-,0.02,Uncertain_significance
43092311,-,-,0.02,Uncertain_significance
43092312,Pathogenic,-,-,Pathogenic
43092313,-,-,0.02,-
43092314,-,-,0.02,Uncertain_significance
43092316,-,-,0.02,-
43092316,Pathogenic,-,-,"Pathogenic,not_provided"
43092318,Likely benign,-,0.02,Likely_benign
43092318,Pathogenic,-,-,Pathogenic
43092319,Pathogenic,-,-,"Pathogenic,not_provided"
43092320,Pathogenic,-,-,Pathogenic
43092320,-,-,0.02,Uncertain_significance
43092321,Likely benign,-,0.02,Likely_benign
43092322,-,-,0.02,Uncertain_significance
43092322,Pathogenic,-,-,Pathogenic
43092322,-,-,-,-
43092322,-,-,0.02,-
43092324,Pathogenic,-,-,Pathogenic
43092325,-,-,0.02,Uncertain_significance
43092325,-,-,0.02,-
43092325,-,-,0.02,"Uncertain_significance,Likely_benign"
43092325,Pathogenic,-,-,Pathogenic
43092326,-,-,0.99,-
43092326,Pathogenic,-,-,Pathogenic
43092331,-,-,0.02,Uncertain_significance
43092334,Pathogenic,-,-,Pathogenic
43092335,Pathogenic,-,0.99,Pathogenic
43092336,-,-,-,Pathogenic
43092337,-,-,0.02,Uncertain_significance
43092337,Pathogenic,-,-,Pathogenic
43092338,-,-,-,Uncertain_significance
43092339,-,-,0.02,-
43092341,-,-,0.02,Uncertain_significance
43092342,Pathogenic,-,-,Pathogenic
43092346,-,-,0.02,Uncertain_significance
43092347,Pathogenic,-,-,"Pathogenic,not_provided"
43092348,Pathogenic,-,-,Pathogenic
43092349,Pathogenic,-,-,Pathogenic
43092350,-,-,0.02,Uncertain_significance
43092350,-,-,0.02,Uncertain_significance
43092350,-,-,-,Uncertain_significance
43092352,-,-,0.02,"Likely_pathogenic,Likely_benign,Uncertain_significance"
43092353,Pathogenic,-,0.99,Pathogenic
43092353,-,-,0.02,Uncertain_significance
43092353,-,-,0.02,-
43092356,Pathogenic,-,-,Pathogenic
43092358,-,-,0.02,Uncertain_significance
43092358,Pathogenic,-,-,"Pathogenic,not_provided"
43092359,-,-,0.02,Uncertain_significance
43092360,Likely benign,-,0.02,Likely_benign
43092361,-,-,0.02,Uncertain_significance
43092362,-,-,0.02,Uncertain_significance
43092362,-,-,0.02,Uncertain_significance
43092362,Pathogenic,-,-,Pathogenic
43092363,-,-,0.02,-
43092364,-,-,0.02,Uncertain_significance
43092364,-,-,0.02,Uncertain_significance
43092365,-,-,0.02,Uncertain_significance
43092366,-,-,0.02,Likely_benign
43092366,-,-,-,Pathogenic
43092366,Pathogenic,-,-,"Pathogenic,not_provided"
43092368,-,-,0.02,-
43092369,-,-,-,-
43092371,-,-,0.02,Uncertain_significance
43092372,Pathogenic,-,-,Pathogenic
43092373,Pathogenic,-,-,"Pathogenic,not_provided"
43092373,Pathogenic,-,-,"Pathogenic,not_provided"
43092374,Pathogenic,-,0.99,Pathogenic
43092375,Pathogenic,-,-,Pathogenic
43092376,-,-,0.02,Uncertain_significance
43092377,-,-,0.02,Uncertain_significance
43092378,Likely benign,-,0.02,Likely_benign
43092379,-,-,0.02,Uncertain_significance
43092379,-,-,0.02,not_provided
43092380,-,-,0.02,Uncertain_significance
43092381,-,-,0.02,Uncertain_significance
43092385,Pathogenic,-,-,Pathogenic
43092387,Likely benign,-,0.02,"Likely_benign,Uncertain_significance"
43092387,Pathogenic,-,-,Pathogenic
43092388,-,-,0.02,Uncertain_significance
43092388,-,-,0.02,Uncertain_significance
43092389,Pathogenic,-,-,Pathogenic
43092391,-,-,0.02,not_provided
43092392,-,-,-,Pathogenic
43092392,Pathogenic,-,-,Pathogenic
43092395,-,-,0.02,Uncertain_significance
43092396,Pathogenic,-,-,"Pathogenic,not_provided"
43092397,-,-,0.02,Uncertain_significance
43092398,Pathogenic,-,-,Pathogenic
43092399,-,-,0.02,Uncertain_significance
43092401,Benign,-,0.02,"Benign,Uncertain_significance,Likely_benign"
43092402,-,-,0.02,Likely_benign
43092404,-,-,0.02,Uncertain_significance
43092404,-,-,0.02,Uncertain_significance
43092405,-,-,0.02,Uncertain_significance
43092406,-,-,0.02,-
43092409,Pathogenic,-,0.99,Pathogenic
43092410,Pathogenic,-,-,Pathogenic
43092411,-,-,0.02,Uncertain_significance
43092412,-,-,0.02,Uncertain_significance
43092412,Benign,-,0.02,"Benign,not_provided,no_known_pathogenicity,Likely_benign,Uncertain_significance"
43092413,-,-,-,Pathogenic
43092414,Pathogenic,-,-,Pathogenic
43092415,Pathogenic,-,-,Pathogenic
43092416,-,-,0.02,-
43092416,-,-,-,Pathogenic
43092417,-,-,0.02,-
43092418,Benign,-,0.02,"Benign,no_known_pathogenicity,Likely_benign,not_provided"
43092418,-,-,0.02,"Likely_benign,Uncertain_significance"
43092418,Pathogenic,-,-,Pathogenic
43092419,Pathogenic,-,0.99,"Pathogenic,not_provided"
43092420,Pathogenic,-,-,Pathogenic
43092421,Pathogenic,-,-,Pathogenic
43092421,-,-,-,Pathogenic
43092422,Pathogenic,-,-,Pathogenic
43092422,Pathogenic,-,-,Pathogenic
43092425,-,-,0.02,Uncertain_significance
43092426,-,-,-,Pathogenic
43092427,-,-,0.02,Uncertain_significance
43092429,-,-,0.02,-
43092430,Pathogenic,-,-,Pathogenic
43092434,Pathogenic,-,0.99,Pathogenic
43092434,-,-,0.02,Uncertain_significance
43092436,-,-,0.02,-
43092436,Pathogenic,-,-,Pathogenic
43092438,Likely benign,-,0.02,"Likely_benign,Uncertain_significance"
43092439,Pathogenic,-,-,Pathogenic
43092439,-,-,0.02,Uncertain_significance
43092440,-,-,0.02,Uncertain_significance
43092440,-,-,0.02,Uncertain_significance
43092441,-,-,0.02,Likely_benign
43092445,-,-,0.02,-
43092447,-,-,-,Pathogenic
43092448,-,-,0.02,Uncertain_significance
43092448,Benign,-,0.02,"Benign,Likely_benign,Uncertain_significance,not_provided"
43092449,-,-,0.02,"Likely_benign,Uncertain_significance"
43092451,-,-,0.02,Uncertain_significance
43092451,-,-,0.02,Uncertain_significance
43092453,-,-,0.02,Uncertain_significance
43092454,Pathogenic,-,-,Pathogenic
43092455,Pathogenic,-,-,Pathogenic
43092456,Likely benign,-,0.02,Likely_benign
43092457,-,-,0.02,not_provided
43092459,-,-,0.02,not_provided
43092459,-,-,0.02,-
43092460,-,-,0.02,Uncertain_significance
43092462,Likely benign,-,0.02,Likely_benign
43092464,-,-,-,Pathogenic
43092465,-,-,0.02,Likely_benign
43092466,-,-,0.02,Uncertain_significance
43092466,-,-,-,Pathogenic
43092468,-,-,0.02,Likely_benign
43092468,Pathogenic,-,-,Pathogenic
43092471,Likely benign,-,0.02,Likely_benign
43092471,-,-,-,Pathogenic
43092471,Pathogenic,-,-,Pathogenic
43092476,-,-,0.02,"Uncertain_significance,Likely_benign"
43092476,Pathogenic,-,-,Pathogenic
43092477,-,-,0.02,Likely_benign
43092477,Pathogenic,-,-,Pathogenic
43092478,-,-,0.02,-
43092478,Pathogenic,-,-,Pathogenic
43092479,-,-,-,-
43092482,Pathogenic,-,0.99,Pathogenic
43092483,-,-,0.02,Uncertain_significance
43092485,-,-,0.02,Uncertain_significance
43092486,Likely benign,-,0.02,Likely_benign
43092486,Pathogenic,-,-,Pathogenic
43092489,-,-,0.02,Uncertain_significance
43092490,-,-,0.02,Uncertain_significance
43092490,-,-,0.02,Uncertain_significance
43092491,-,-,0.02,Uncertain_significance
43092491,-,-,0.02,Uncertain_significance
43092492,Pathogenic,-,-,Pathogenic
43092494,-,-,0.02,Uncertain_significance
43092495,-,-,0.02,Uncertain_significance
43092496,-,-,0.02,Uncertain_significance
43092496,-,-,-,Pathogenic
43092497,-,-,0.02,Uncertain_significance
43092500,-,-,0.02,Uncertain_significance
43092500,Pathogenic,-,-,Pathogenic
43092501,Likely benign,-,0.02,Likely_benign
43092502,-,-,0.02,-
43092503,-,-,0.02,Uncertain_significance
43092504,-,-,0.02,Likely_benign
43092505,Pathogenic,-,0.99,Pathogenic
43092506,Pathogenic,-,-,Pathogenic
43092506,-,-,0.02,-
43092507,Benign,-,0.02,"variant_of_unknown_significance,Benign,Likely_benign,Uncertain_significance,not_provided"
43092507,Pathogenic,-,-,Pathogenic
43092509,Benign,-,0.02,"Benign,not_provided,Uncertain_significance,Likely_benign"
43092509,-,-,0.02,Uncertain_significance
43092509,Pathogenic,-,-,Pathogenic
43092510,-,-,0.02,Likely_benign
43092510,Pathogenic,-,-,Pathogenic
43092511,Pathogenic,-,0.99,Pathogenic
43092515,Pathogenic,-,-,Pathogenic
43092517,Pathogenic,-,-,Pathogenic
43092519,Likely benign,-,0.02,"Uncertain_significance,Likely_benign"
43092521,Pathogenic,-,0.99,Pathogenic
43092521,-,-,0.02,Uncertain_significance
43092521,Pathogenic,-,-,Pathogenic
43092521,Pathogenic,-,-,Pathogenic
43092522,Likely benign,-,0.02,Likely_benign
43092525,Pathogenic,-,-,Pathogenic
43092526,-,-,0.02,Uncertain_significance
43092527,-,-,0.02,Uncertain_significance
43092527,-,-,-,"Uncertain_significance,Likely_benign"
43092528,-,-,0.02,Likely_benign
43092530,Pathogenic,-,0.99,Pathogenic
43092531,-,-,0.02,-
43092531,Pathogenic,-,-,Pathogenic
43092532,-,-,0.02,Uncertain_significance
43092533,-,-,0.02,Uncertain_significance
43092535,-,-,0.02,Uncertain_significance
43092535,Pathogenic,-,-,Pathogenic
43092536,Likely benign,-,0.02,"Likely_benign,Uncertain_significance"
43092536,-,-,0.02,not_provided
43092539,-,-,0.02,Uncertain_significance
43092539,-,-,-,-
43092540,Pathogenic,-,-,Pathogenic
43092540,Pathogenic,-,-,Pathogenic
43092540,Pathogenic,-,-,Pathogenic
43092544,-,-,0.02,"Uncertain_significance,Likely_benign"
43092546,-,-,0.02,Uncertain_significance
43092546,-,-,0.02,Likely_benign
43092548,Pathogenic,-,0.99,Pathogenic
43092548,Pathogenic,-,-,Pathogenic
43092549,Pathogenic,-,-,Pathogenic
43092550,-,-,0.02,Uncertain_significance
43092550,Pathogenic,-,-,Pathogenic
43092551,-,-,0.02,Uncertain_significance
43092551,-,-,0.02,Uncertain_significance
43092551,Pathogenic,-,-,Pathogenic
43092552,Likely benign,-,0.02,Likely_benign
43092558,-,-,0.02,Uncertain_significance
43092560,Pathogenic,-,0.99,Pathogenic
43092560,Pathogenic,-,-,Pathogenic
43092562,-,-,0.02,Uncertain_significance
43092563,-,-,0.02,Uncertain_significance
43092563,Pathogenic,-,-,"Pathogenic,not_provided"
43092564,-,-,0.02,Uncertain_significance
43092566,Pathogenic,-,-,Pathogenic
43092567,-,-,0.02,Uncertain_significance
43092568,-,-,0.02,"Benign,Uncertain_significance"
43092568,Pathogenic,-,0.99,Pathogenic
43092570,Pathogenic,-,-,Pathogenic
43092571,-,-,0.02,Uncertain_significance
43092572,Pathogenic,-,0.99,Pathogenic
43092572,-,-,0.02,Uncertain_significance
43092575,Pathogenic,-,-,Pathogenic
43092578,-,-,0.02,Uncertain_significance
43092578,Pathogenic,-,-,Pathogenic
43092578,Pathogenic,-,-,Pathogenic
43092578,Pathogenic,-,-,Pathogenic
43092579,-,-,0.02,-
43092583,Pathogenic,-,-,Pathogenic
43092585,Pathogenic,-,-,Pathogenic
43092587,-,-,0.02,-
43092588,Likely benign,-,0.02,Likely_benign
43092589,-,-,0.02,Uncertain_significance
43092590,-,-,0.02,Uncertain_significance
43092590,Pathogenic,-,-,Pathogenic
43092592,Pathogenic,-,-,Pathogenic
43092595,-,-,0.02,"Uncertain_significance,Likely_benign"
43092596,-,-,0.02,"Likely_benign,Uncertain_significance"
43092596,-,-,0.02,Uncertain_significance
43092596,Pathogenic,-,-,Pathogenic
43092597,Pathogenic,-,-,Pathogenic
43092597,Pathogenic,-,0.99,Pathogenic
43092597,Pathogenic,-,0.99,Pathogenic
43092598,-,-,0.02,Uncertain_significance
43092599,-,-,-,-
43092599,-,-,0.02,Uncertain_significance
43092600,Likely benign,-,0.02,"Likely_benign,Uncertain_significance"
43092600,Pathogenic,-,-,"Pathogenic,not_provided"
43092601,-,-,0.02,Uncertain_significance
43092602,-,-,0.02,Uncertain_significance
43092603,Pathogenic,-,-,Pathogenic
43092606,-,-,0.02,-
43092608,Pathogenic,-,0.99,Pathogenic
43092608,-,-,0.02,-
43092609,-,-,0.02,Uncertain_significance
43092609,Pathogenic,-,-,"Pathogenic,not_provided"
43092609,Pathogenic,-,-,Pathogenic
43092610,-,-,0.02,Uncertain_significance
43092610,Pathogenic,-,0.99,Pathogenic
43092610,Pathogenic,-,-,Pathogenic
43092611,-,-,0.02,-
43092611,Likely benign,-,0.02,"Uncertain_significance,Likely_benign"
43092614,-,-,0.02,Uncertain_significance
43092614,-,-,0.02,Uncertain_significance
43092615,Pathogenic,-,-,Pathogenic
43092616,-,-,0.02,Uncertain_significance
43092617,Pathogenic,-,0.99,Pathogenic
43092617,Pathogenic,-,-,Pathogenic
43092618,Likely benign,-,0.02,Likely_benign
43092619,-,-,0.02,-
43092620,-,-,0.02,Uncertain_significance
43092620,-,-,0.02,-
43092620,Pathogenic,-,-,Pathogenic
43092620,-,-,-,-
43092621,-,-,0.02,"Likely_benign,Uncertain_significance"
43092621,-,-,0.02,"Benign,Uncertain_significance,Likely_benign"
43092622,-,-,0.02,Uncertain_significance
43092622,-,-,0.02,-
43092623,Pathogenic,-,-,Pathogenic
43092624,Pathogenic,-,-,Pathogenic
43092625,-,-,0.02,Uncertain_significance
43092626,-,-,0.02,Uncertain_significance
43092626,Pathogenic,-,-,Pathogenic
43092627,Pathogenic,-,-,Pathogenic
43092627,Pathogenic,-,-,Pathogenic
43092628,Pathogenic,-,-,Pathogenic
43092632,-,-,0.02,-
43092632,Pathogenic,-,-,Pathogenic
43092633,Likely benign,-,0.02,Likely_benign
43092634,-,-,0.02,Uncertain_significance
43092636,-,-,0.02,Likely_benign
43092637,-,-,0.02,Uncertain_significance
43092638,-,-,0.02,Uncertain_significance
43092639,-,-,0.02,Likely_benign
43092640,Pathogenic,-,-,Pathogenic
43092641,Pathogenic,-,0.99,Pathogenic
43092641,-,-,0.02,Uncertain_significance
43092642,Likely benign,-,0.02,Likely_benign
43092643,-,-,0.02,Uncertain_significance
43092643,Pathogenic,-,-,Pathogenic
43092646,-,-,0.02,Uncertain_significance
43092647,-,-,0.02,Uncertain_significance
43092648,Likely benign,-,0.02,Likely_benign
43092648,-,-,-,-
43092648,Pathogenic,-,-,Pathogenic
43092649,-,-,0.02,Uncertain_significance
43092650,-,-,0.02,-
43092650,-,-,0.02,Uncertain_significance
43092651,Pathogenic,-,-,Pathogenic
43092652,-,-,0.02,not_provided
43092653,-,-,0.02,Uncertain_significance
43092654,-,-,0.02,Likely_benign
43092654,-,-,0.02,Uncertain_significance
43092654,Pathogenic,-,-,"Pathogenic,not_provided"
43092655,-,-,0.02,-
43092655,Pathogenic,-,-,Pathogenic
43092656,-,-,0.99,Pathogenic
43092657,-,-,0.02,Likely_benign
43092658,Pathogenic,-,-,Pathogenic
43092659,Pathogenic,-,-,Pathogenic
43092659,-,-,0.02,Uncertain_significance
43092659,-,-,0.02,Uncertain_significance
43092660,Pathogenic,-,-,"Pathogenic,not_provided"
43092660,Pathogenic,-,-,Pathogenic
43092662,Pathogenic,-,0.99,Pathogenic
43092662,-,-,0.02,-
43092662,Pathogenic,-,-,Pathogenic
43092664,-,-,0.02,Uncertain_significance
43092664,Pathogenic,-,-,Pathogenic
43092666,Likely benign,-,0.02,"Likely_benign,Uncertain_significance"
43092666,Likely benign,-,0.02,Likely_benign
43092666,-,-,-,Pathogenic
43092666,Pathogenic,-,-,Pathogenic
